"","id","genero","percepseg","victima","confianzacom","confianzapol"
"868",5906,2,3,1,1,3
"869",1028,1,3,1,3,3
"870",1292,1,3,2,1,2
"871",9155,1,2,2,2,5
"872",9444,2,2,1,1,6
"873",5311,1,4,2,2,7
"874",4294,2,3,2,2,4
"875",8537,1,2,1,3,2
"876",7759,2,3,2,3,5
"877",5798,1,2,1,2,3
"878",2678,2,3,1,2,3
"879",4730,1,1,2,1,1
"880",9260,1,3,1,2,5
"881",9416,2,3,2,3,5
"882",4015,2,3,2,NA,2
"883",7202,1,4,2,4,2
"884",8976,1,2,2,4,2
"885",6352,2,2,2,2,5
"886",4112,2,3,2,3,2
"887",6675,2,4,1,1,3
"888",1182,2,1,2,NA,3
"889",2548,2,2,2,2,4
"890",5967,1,3,1,2,3
"891",770,1,4,1,2,5
"892",1826,2,4,1,4,1
"893",9554,1,4,2,3,4
"894",5882,1,2,1,3,4
"895",9369,1,2,2,2,7
"896",5625,1,3,2,1,1
"897",6650,2,3,2,3,6
"898",8932,1,2,2,4,7
"899",5336,2,4,2,3,4
"900",9141,1,3,1,3,4
"901",5119,1,4,2,2,7
"902",2668,2,4,1,4,4
"903",3833,1,3,1,3,1
"904",6601,2,4,1,2,7
"905",4867,1,2,2,2,3
"906",1902,1,3,1,2,5
"907",6422,2,2,1,3,1
"908",9015,2,2,2,1,5
"909",8304,1,2,2,3,7
"910",769,1,2,1,3,1
"911",8811,2,4,2,3,3
"912",6851,1,4,1,3,1
"913",4695,2,4,1,3,4
"914",134,2,2,1,4,4
"915",2776,1,4,1,4,2
"916",205,1,1,2,3,5
"917",6313,2,3,1,2,4
"918",8880,2,4,2,4,2
"919",1337,1,3,2,4,2
"920",9883,1,3,2,3,2
"921",9555,1,3,2,3,3
"922",8250,2,3,2,2,4
"923",2684,1,4,2,2,1
"924",7447,2,3,2,3,1
"925",5992,1,3,2,3,2
"926",6378,2,2,2,1,3
"927",1217,2,3,1,2,2
"928",9839,1,2,2,3,2
"929",4277,2,4,2,3,3
"930",4183,2,4,2,3,3
"931",1822,1,4,1,2,4
"932",6075,2,2,1,4,1
"933",8971,1,1,2,1,2
"934",1825,2,2,2,3,7
"935",8420,2,4,1,1,6
"936",8241,2,3,2,2,2
"937",3398,1,2,2,1,6
"938",9639,1,4,2,2,2
"939",4145,1,2,1,3,1
"940",1259,2,4,1,2,4
"941",7181,2,2,2,2,4
"942",7631,1,2,2,2,4
"943",7768,1,3,2,1,7
"944",5371,1,3,1,3,1
"945",8495,2,4,1,2,4
"946",8008,1,2,2,3,1
"947",8507,2,4,2,3,2
"948",6446,1,3,2,2,1
"949",2125,2,2,2,2,6
"950",7514,2,3,2,2,2
"951",1855,1,2,2,2,7
"952",7214,2,2,1,3,7
"953",766,1,2,2,2,3
"954",8183,2,3,1,2,3
"955",6125,1,3,2,3,1
"956",8362,2,4,2,4,3
"957",2263,2,1,1,3,7
"958",5970,1,3,2,3,1
"959",8333,1,2,2,2,2
"960",9222,1,1,2,1,3
"961",1121,2,2,2,2,5
"962",614,2,2,2,3,2
"963",6899,2,1,2,1,1
"964",8466,1,1,2,2,5
"965",5303,2,1,2,3,5
"966",9203,2,2,2,3,6
"967",5255,1,2,2,3,4
"968",6353,1,3,1,3,4
"969",1494,2,3,2,3,7
"970",8666,1,3,1,3,1
"971",6067,2,1,2,1,3
"972",7445,1,2,1,3,3
"973",4782,1,2,2,2,3
"974",6113,2,2,2,2,3
"975",5347,1,1,2,2,4
"976",6721,2,1,2,3,6
"977",3915,1,3,2,2,1
"978",459,1,1,2,1,3
"979",4719,1,2,2,2,2
"980",2438,2,2,2,3,7
"981",2546,2,1,2,3,6
"982",469,1,3,2,2,3
"983",5304,2,2,2,1,4
"984",8058,2,1,2,2,6
"985",4648,1,3,2,3,3
"986",1147,2,2,1,3,1
"987",2200,2,2,2,4,5
"988",1830,1,4,2,3,4
"989",3147,1,2,2,3,2
"990",6886,2,3,2,3,1
"991",2691,1,2,2,3,2
"992",3872,1,3,1,3,2
"993",2490,2,2,2,3,6
"994",3816,1,3,2,3,2
"995",6182,2,4,2,3,1
"996",4720,2,2,2,3,1
"997",7679,2,3,2,3,3
"998",3696,1,1,2,1,4
"999",247,1,3,1,2,1
"1000",3832,2,3,2,3,4
"1001",4379,1,3,2,3,1
"1002",7723,2,1,2,3,5
"1003",3941,1,3,2,3,2
"1004",1572,1,2,1,2,2
"1005",4859,2,3,1,4,1
"1006",7597,2,2,2,3,5
"1007",6036,1,2,1,2,3
"1008",9511,2,2,2,2,5
"1009",3710,2,3,2,3,2
"1010",2784,1,3,2,2,5
"1011",8392,1,2,2,2,1
"1012",4249,2,2,2,2,1
"1013",8587,1,2,2,2,5
"1014",3221,2,2,2,2,5
"1015",6047,1,4,2,2,6
"1016",1782,2,2,2,3,2
"1017",9051,2,2,1,2,3
"1018",3195,2,3,2,1,2
"1019",1403,1,2,2,1,6
"1020",7312,1,1,2,2,3
"1021",258,2,2,2,2,3
"1022",621,1,2,2,1,5
"1023",3133,1,3,1,2,4
"1024",4892,2,2,2,3,2
"1025",6388,1,2,2,1,4
"1026",2455,1,2,2,2,4
"1027",1702,1,3,1,2,3
"1028",176,2,3,2,2,4
"1029",6730,1,1,2,1,1
"1030",2807,2,4,2,NA,3
"1031",5842,2,4,1,2,4
"1032",3340,1,4,2,1,4
"1033",5419,2,2,2,1,3
"1034",8678,1,3,2,3,3
"1035",4706,1,4,1,3,1
"1036",3741,2,2,1,2,4
"1037",6348,2,2,2,2,4
"1038",744,1,2,2,2,4
"1039",2292,2,4,2,2,2
"1040",8789,2,2,2,3,3
"1041",8819,2,1,2,4,7
"1042",9346,1,1,2,2,6
"1043",1421,1,2,2,4,1
"1044",2207,2,4,2,3,3
"1045",7856,2,4,1,2,7
"1046",6228,1,2,1,3,4
"1047",4265,1,1,2,3,3
"1048",7739,2,4,2,3,5
"1049",1621,1,2,1,1,4
"1050",8001,2,4,2,2,4
"1051",9898,1,2,2,1,3
"1052",3524,2,2,1,1,2
"1053",8129,2,2,1,2,3
"1054",8377,1,1,2,3,4
"1055",9665,2,3,1,3,3
"1056",2006,1,1,1,1,2
"1057",9494,2,3,1,3,6
"1058",2723,1,3,2,3,1
"1059",4876,2,4,1,3,4
"1060",2212,1,2,2,2,4
"1061",1992,1,4,2,4,4
"1062",1284,2,4,1,2,2
"1063",2197,2,3,2,3,1
"1064",239,1,3,2,3,4
"1065",3802,2,4,1,2,4
"1066",5652,1,2,2,2,1
"1067",3910,2,3,1,2,3
"1068",4816,2,4,1,3,1
"1069",2005,1,3,2,3,6
"1070",6320,2,4,2,3,7
"1071",1089,1,3,1,3,1
"1072",6148,2,3,2,2,5
"1073",1518,1,1,2,2,5
"1074",4536,1,3,1,4,1
"1075",4376,2,3,2,3,4
"1076",3914,2,2,2,3,3
"1077",8534,1,3,2,4,2
"1078",8865,1,1,2,2,1
"1079",4947,1,3,2,3,1
"1080",1361,2,1,1,3,2
"1081",1377,2,4,2,2,2
"1082",3281,2,3,1,3,1
"1083",832,1,2,2,2,4
"1084",9621,2,1,2,NA,7
"1085",3924,1,2,2,2,3
"1086",1041,2,2,2,3,2
"1087",721,1,3,2,2,2
"1088",2081,1,2,2,3,1
"1089",6046,1,3,2,2,4
"1090",5879,1,1,2,1,2
"1091",6340,2,2,2,2,4
"1092",6130,2,3,2,3,1
"1093",9249,2,3,2,3,4
"1094",3231,1,3,2,3,4
"1095",4412,2,3,2,3,3
"1096",3685,1,3,2,4,3
"1097",8035,2,3,2,3,3
"1098",8735,2,2,2,1,6
"1099",8660,1,3,1,2,2
"1100",7693,1,2,2,3,1
"1101",9723,1,3,1,3,5
"1102",2217,2,2,2,3,3
"1103",8876,1,3,2,2,4
"1104",7906,2,3,2,4,2
"1105",5576,2,2,1,2,5
"1106",4312,2,4,1,2,6
"1107",5052,1,2,2,3,6
"1108",366,2,4,2,3,4
"1109",3678,1,4,2,3,5
"1110",5386,1,3,2,3,7
"1111",9130,1,2,2,1,7
"1112",339,1,2,2,1,4
"1113",1476,2,3,1,1,7
"1114",5624,2,3,2,2,7
"1115",5636,2,2,2,3,2
"1116",4283,2,3,2,3,2
"1117",6287,2,2,2,3,4
"1118",5597,1,3,1,3,1
"1119",5864,2,1,2,2,5
"1120",8402,1,3,2,3,4
"1121",1713,1,2,2,2,1
"1122",873,2,4,2,4,7
"1123",833,1,3,1,3,5
"1124",6270,2,3,2,1,4
"1125",8007,1,3,2,4,3
"1126",9371,2,4,2,2,3
"1127",9208,1,2,2,2,4
"1128",6455,2,2,2,3,6
"1129",4018,2,4,2,4,7
"1130",564,2,3,2,2,5
"1131",7773,1,4,2,2,5
"1132",1814,1,2,2,2,6
"1133",2830,1,3,2,1,2
"1134",3668,2,4,1,1,1
"1135",4544,1,1,2,4,6
"1136",9070,2,1,1,3,3
"1137",9573,1,2,2,2,6
"1138",3547,2,3,2,3,6
"1139",9235,1,2,2,3,1
"1140",3907,2,4,2,3,2
"1141",8317,1,3,2,2,5
"1142",3503,1,4,1,3,6
"1143",3440,1,4,1,4,4
"1144",5900,1,2,1,2,2
"1145",7934,2,3,2,3,4
"1146",286,1,3,1,2,3
"1147",5754,2,4,2,2,3
"1148",450,1,4,1,2,2
"1149",779,1,2,2,2,4
"1150",9558,2,3,2,4,2
"1151",7807,1,3,2,2,3
"1152",6722,2,3,2,1,6
"1153",27,2,2,2,3,4
"1154",2463,2,4,2,3,2
"1155",738,1,2,1,3,1
"1156",1480,2,4,1,2,3
"1157",9593,2,4,1,2,6
"1158",8559,2,2,1,2,1
"1159",9215,1,2,2,2,6
"1160",9841,1,4,1,1,3
"1161",9799,2,2,2,2,5
"1162",5157,2,2,2,3,6
"1163",7098,1,2,2,4,1
"1164",6054,1,NA,2,4,5
"1165",9048,1,3,2,2,7
"1166",138,2,NA,2,1,7
"1167",2176,1,4,2,2,7
"1168",9843,2,4,2,2,3
"1169",9765,2,3,2,1,4
"1170",9313,1,4,1,3,3
"1171",6506,2,4,1,1,3
"1172",5114,1,4,2,4,2
"1173",1810,2,4,2,3,7
"1174",7055,2,3,2,3,5
"1175",910,2,1,2,3,6
"1176",7976,1,2,2,2,1
"1177",8232,2,4,1,2,1
"1178",2344,1,2,2,3,3
"1179",6685,2,3,2,3,1
"1180",776,1,1,2,2,7
"1181",3795,1,2,2,2,3
"1182",2653,1,3,2,4,1
"1183",7262,1,3,1,3,5
"1184",3089,2,3,2,3,1
"1185",111,2,3,2,2,5
"1186",4503,2,2,2,2,4
"1187",9619,2,3,2,3,1
"1188",6598,2,4,2,3,7
"1189",2760,1,2,1,NA,4
"1190",8169,1,1,2,3,1
"1191",1853,1,2,1,3,1
"1192",3506,1,2,1,2,3
"1193",8113,2,2,2,2,1
"1194",2087,2,2,2,3,2
"1195",4075,1,2,2,2,4
"1196",4618,2,2,2,3,1
"1197",2765,2,2,2,2,2
"1198",8734,2,3,2,3,3
"1199",5571,2,4,2,3,1
"1200",5982,1,3,2,1,1
"1201",1675,1,2,2,3,3
"1202",3185,1,1,2,2,1
"1203",2994,2,3,2,3,6
"1204",4037,2,2,2,4,2
"1205",7398,2,1,2,4,1
"1206",9572,1,3,1,3,3
"1207",8275,1,1,1,4,5
"1208",5434,1,1,2,1,7
"1209",2477,1,3,2,3,4
"1210",1293,2,3,2,1,1
"1211",7099,1,3,2,3,2
"1212",1346,2,2,2,2,1
"1213",9058,1,4,2,4,1
"1214",1655,2,2,2,1,1
"1215",773,1,2,1,3,4
"1216",4131,2,1,2,3,3
"1217",2228,1,3,2,3,2
"1218",7898,2,2,2,3,1
"1219",4577,2,2,2,3,4
"1220",2465,2,NA,2,4,1
"1221",3508,2,4,1,2,5
"1222",5979,1,2,1,1,4
"1223",7142,1,3,2,2,5
"1224",3726,1,1,2,2,4
"1225",4984,1,1,2,3,4
"1226",8901,2,4,2,4,6
"1227",1905,2,3,2,1,6
"1228",3767,2,4,2,4,5
"1229",5194,1,4,1,1,1
"1230",4264,1,2,2,3,1
"1231",2323,1,3,2,3,2
"1232",1000,2,3,2,3,3
"1233",4855,1,3,2,3,1
"1234",8752,2,3,2,2,3
"1235",335,1,3,2,2,2
"1236",1114,2,4,1,2,4
"1237",1978,1,3,2,1,5
"1238",3987,1,1,2,3,7
"1239",2999,2,3,1,3,2
"1240",48,2,2,1,1,5
"1241",659,1,3,2,3,3
"1242",4363,2,3,2,4,1
"1243",7661,2,4,2,3,1
"1244",2516,2,4,1,3,1
"1245",4539,1,2,2,1,1
"1246",6883,1,3,1,3,4
"1247",6484,2,3,2,3,3
"1248",8442,1,2,2,2,6
"1249",2222,1,4,1,4,5
"1250",3645,2,4,1,2,7
"1251",4111,2,3,2,3,3
"1252",9185,1,4,2,4,5
"1253",1608,1,3,2,3,3
"1254",8445,1,2,2,1,2
"1255",1409,1,1,1,2,3
"1256",8723,2,2,1,3,3
"1257",7803,2,3,2,3,1
"1258",2775,2,1,2,3,4
"1259",8049,2,2,2,1,3
"1260",2563,1,3,2,2,6
"1261",2936,2,4,2,1,2
"1262",6471,1,2,1,2,3
"1263",1635,2,2,2,2,1
"1264",2905,1,2,2,1,5
"1265",5446,2,3,2,2,3
"1266",1353,1,4,1,3,1
"1267",6796,2,2,2,2,5
"1268",9760,1,2,2,3,2
"1269",885,1,3,1,2,6
"1270",6744,2,3,1,3,3
"1271",976,1,3,1,3,6
"1272",298,1,1,1,1,4
"1273",9262,1,4,2,2,6
"1274",3306,2,1,1,1,7
"1275",9743,1,3,2,3,4
"1276",9848,2,4,2,3,6
"1277",9659,2,3,2,NA,4
"1278",6801,2,2,2,3,5
"1279",7978,2,3,1,3,5
"1280",1861,2,4,2,3,3
"1281",5869,1,2,2,2,1
"1282",3819,1,NA,2,2,4
"1283",5606,1,NA,2,3,6
"1284",874,1,2,1,2,1
"1285",9087,2,2,1,2,6
"1286",1538,1,3,1,3,1
"1287",3674,2,4,1,3,2
"1288",8236,1,3,2,2,5
"1289",1276,2,3,2,2,3
"1290",6742,2,3,2,2,6
"1291",8639,2,2,1,4,7
"1292",4465,1,4,1,4,5
"1293",3778,1,2,2,1,7
"1294",8764,2,4,2,2,3
"1295",1730,2,4,1,1,4
"1296",3198,1,3,2,1,5
"1297",1327,2,4,2,2,2
"1298",7160,1,3,1,4,2
"1299",7426,1,3,1,3,1
"1300",5993,1,4,1,4,2
"1301",5472,1,3,1,1,3
"1302",8363,2,4,2,2,5
"1303",2107,2,3,2,3,2
"1304",4640,1,4,1,2,3
"1305",9485,2,2,1,2,5
"1306",2066,1,3,2,2,4
"1307",3684,1,2,2,3,3
"1308",1223,1,3,2,2,2
"1309",1991,1,3,2,3,1
"1310",4654,2,2,2,2,2
"1311",1555,2,3,2,2,6
"1312",2086,2,4,1,1,5
"1313",797,1,2,1,2,1
"1314",9864,2,4,2,3,4
"1315",201,2,3,2,2,4
"1316",6829,2,1,1,4,7
"1317",8410,2,4,1,3,4
"1318",5512,1,4,1,2,4
"1319",4073,1,2,1,3,4
"1320",2800,1,3,1,3,4
"1321",2461,1,2,2,3,4
"1322",8651,2,3,2,3,2
"1323",1939,2,4,1,4,3
"1324",493,1,3,1,4,2
"1325",8652,1,4,2,3,4
"1326",1268,1,3,2,4,7
"1327",7556,2,4,1,3,5
"1328",9435,2,4,2,4,1
"1329",2347,2,3,2,2,3
"1330",4307,NA,3,2,4,3
"1331",7100,1,3,2,2,3
"1332",7326,2,4,2,4,1
"1333",2101,1,2,2,2,1
"1334",7738,1,2,2,3,4
"1335",9251,2,3,2,2,1
"1336",4389,1,4,2,3,2
"1337",5457,2,4,1,1,2
"1338",7668,1,2,1,3,5
"1339",6267,1,4,2,2,5
"1340",3065,2,3,2,4,7
"1341",8872,2,2,1,2,1
"1342",3974,1,2,2,3,2
"1343",6493,1,3,2,2,1
"1344",6073,1,1,1,3,1
"1345",7000,2,3,1,4,1
"1346",2837,2,3,2,4,1
"1347",8393,1,3,1,2,2
"1348",7472,2,3,2,3,3
"1349",4023,2,3,2,1,4
"1350",2196,2,4,2,4,1
"1351",6229,1,2,2,2,2
"1352",8921,1,2,2,2,2
"1353",9464,2,3,2,3,1
"1354",7170,2,3,2,2,2
"1355",4760,2,2,2,4,7
"1356",1116,1,3,2,3,4
"1357",2279,2,3,1,2,5
"1358",6755,2,3,2,3,3
"1359",8804,2,2,2,4,1
"1360",5581,1,3,2,3,1
"1361",6847,1,2,1,3,1
"1362",8097,1,3,1,3,4
"1363",2406,1,2,2,3,1
"1364",3151,1,4,1,1,1
"1365",6688,2,4,2,4,3
"1366",6346,1,3,1,3,1
"1367",7774,1,2,2,3,1
"1368",3831,2,3,2,NA,3
"1369",3282,1,1,2,3,7
"1370",5868,1,3,2,3,3
"1371",4747,1,3,2,3,1
"1372",8530,2,4,2,4,1
"1373",2554,2,3,2,2,1
"1374",1783,2,3,1,3,2
"1375",2962,2,3,2,3,4
"1376",4670,1,2,2,2,2
"1377",6093,1,4,2,1,4
"1378",2218,2,3,2,4,3
"1379",9206,2,4,1,3,2
"1380",2373,2,2,2,1,3
"1381",739,1,3,1,2,7
"1382",1044,2,3,2,2,6
"1383",401,1,1,2,4,3
"1384",2082,1,3,1,3,2
"1385",7745,2,3,2,3,2
"1386",1704,2,3,1,2,4
"1387",4788,1,3,2,2,5
"1388",9273,2,2,2,3,1
"1389",7337,1,4,2,3,2
"1390",6996,2,3,2,3,2
"1391",6374,2,3,2,3,2
"1392",1591,1,3,2,3,3
"1393",1779,1,2,2,2,1
"1394",7435,1,2,2,2,2
"1395",3394,2,2,2,4,2
"1396",1225,1,1,2,3,3
"1397",2572,1,4,1,4,2
"1398",3131,2,3,1,3,2
"1399",6882,2,2,1,2,3
"1400",8699,1,3,1,1,5
"1401",683,1,3,2,3,4
"1402",6835,1,1,2,1,5
"1403",3727,2,2,1,2,3
"1404",8575,1,3,2,3,4
"1405",789,2,2,1,2,3
"1406",4455,1,2,2,2,3
"1407",5445,1,2,2,3,2
"1408",8700,2,3,2,3,4
"1409",5801,1,1,2,3,5
"1410",3157,2,2,2,1,2
"1411",4245,2,1,2,2,4
"1412",8931,2,NA,2,3,7
"1413",2108,1,3,2,3,7
"1414",4275,2,2,2,2,3
"1415",6527,2,2,2,2,6
"1416",5374,2,1,1,1,3
"1417",6781,1,1,2,2,5
"1418",7720,1,3,2,2,1
"1419",5973,2,1,2,3,5
"1420",1132,2,1,1,3,4
"1421",6631,1,3,2,3,5
"1422",2225,1,4,1,3,3
"1423",6372,1,3,2,3,3
"1424",45,1,2,2,3,3
"1425",6218,2,2,2,1,2
"1426",3901,1,2,2,3,3
"1427",7932,2,3,2,3,3
"1428",5651,2,4,1,3,4
"1429",5006,1,3,1,2,7
"1430",1018,1,3,1,3,6
"1431",1200,2,1,2,2,3
"1432",6644,2,4,2,3,3
"1433",7576,2,2,2,3,4
"1434",1550,1,2,2,2,6
"1435",1610,2,4,2,4,1
"1436",6971,1,2,2,2,5
"1437",7592,2,3,2,3,4
"1438",7622,2,1,2,3,4
"1439",6773,1,4,2,3,5
"1440",2492,2,3,2,3,7
"1441",7128,1,3,1,2,4
"1442",3688,1,3,1,2,3
"1443",3142,1,2,2,4,7
"1444",2767,2,3,1,3,5
"1445",7358,1,2,2,2,4
"1446",2258,1,4,1,2,5
"1447",919,1,3,2,3,4
"1448",7530,2,3,2,2,3
"1449",9099,2,4,1,4,2
"1450",2291,1,4,1,4,1
"1451",3450,2,3,2,3,7
"1452",2799,1,4,2,4,1
"1453",4901,2,4,2,4,1
"1454",4608,2,4,2,2,1
"1455",6983,2,4,2,4,1
"1456",9720,1,1,2,2,5
"1457",4198,2,2,2,2,4
"1458",4309,1,4,2,4,1
"1459",5274,2,4,2,4,3
"1460",2728,2,4,2,4,2
"1461",4318,2,3,2,4,4
"1462",8549,1,3,2,3,3
"1463",837,1,1,2,4,1
"1464",9588,1,3,2,3,1
"1465",6628,2,2,2,3,3
"1466",7156,2,2,2,1,3
"1467",8818,2,2,2,2,3
"1468",3569,2,2,2,3,2
"1469",3549,1,2,2,2,5
"1470",2552,1,2,2,2,4
"1471",6087,1,2,2,2,6
"1472",1957,1,3,2,2,4
"1473",8446,2,1,1,3,4
"1474",1632,1,2,1,1,4
"1475",7330,1,2,2,2,5
"1476",4910,2,2,2,1,3
"1477",3442,2,3,2,1,1
"1478",4332,1,3,1,3,1
"1479",7968,2,3,2,1,6
"1480",343,2,4,2,3,5
"1481",6864,1,3,1,3,2
"1482",4733,1,3,2,1,1
"1483",554,2,1,1,2,4
"1484",9686,2,3,2,1,2
"1485",634,2,NA,2,3,NA
"1486",6703,1,1,2,2,5
"1487",2179,1,1,2,3,3
"1488",2786,2,1,2,2,4
"1489",9237,1,2,2,4,4
"1490",6970,1,1,2,4,4
"1491",4889,1,4,1,3,4
"1492",2104,1,3,1,2,3
"1493",8648,1,4,2,4,2
"1494",4656,1,3,1,2,1
"1495",635,2,3,2,NA,5
"1496",6879,2,3,2,3,6
"1497",8462,1,3,2,1,3
"1498",7664,2,4,1,3,3
"1499",9783,2,4,1,3,6
"1500",9452,2,4,2,1,2
"1501",2547,1,3,1,3,6
"1502",8104,2,3,1,2,5
"1503",4886,2,2,2,1,6
"1504",3304,1,3,1,3,3
"1505",7796,1,1,2,3,3
"1506",7107,1,4,2,2,3
"1507",2409,2,4,2,3,5
"1508",5140,2,3,2,3,5
"1509",3747,1,3,1,4,3
"1510",2626,1,4,1,2,1
"1511",5264,2,1,2,1,2
"1512",7431,1,2,1,1,4
"1513",3573,2,4,2,4,1
"1514",8068,1,3,2,2,2
"1515",4122,2,2,2,2,5
"1516",525,2,2,1,4,4
"1517",8337,2,1,2,3,3
"1518",7015,2,2,2,2,5
"1519",3723,2,2,2,3,2
"1520",1449,1,1,1,1,4
"1521",249,1,2,2,3,5
"1522",270,1,4,2,3,1
"1523",4162,1,2,1,2,5
"1524",8879,1,2,2,3,1
"1525",3162,1,4,1,2,2
"1526",6569,2,2,2,3,1
"1527",5202,1,3,2,2,4
"1528",3648,1,4,2,3,3
"1529",81,2,3,2,3,1
"1530",1177,2,2,2,2,5
"1531",8576,2,4,1,4,1
"1532",499,1,3,2,3,3
"1533",9144,1,3,2,3,3
"1534",8217,2,4,2,3,1
"1535",5077,2,3,1,3,1
